search_id,domain_id,pass,strategy_phase,query,provider,date,filters,result_ids,kept,inclusion_rationale,exclusion_rationale,duplicate_handling,subject_source_id,chain_decision
LIT-02-S243,D42,1,A,QOC acronym meaning,web search,2026-09-12,none,"acronymfinder.com/QOC.html (15 listed meanings); lawinsider.com (Quality of Care, healthcare/legal); allacronyms.com; acronyms.thefreedictionary.com; en.wikipedia.org/wiki/Qatar_Olympic_Committee; abbreviationfinder.org; en.wikipedia.org/wiki/List_of_acronyms:_Q; en.wikipedia.org/wiki/Q_(disambiguation)",none,none,"Deliberate bare-acronym collision test, paralleling the AKM test at D39/S215 and the IBIS GitHub test at D41/S232. Confirms QOC is genuinely ambiguous outside its own literature: AcronymFinder lists 15 distinct meanings, with 'Quality of Care' (healthcare) and 'Qatar Olympic Committee' dominating general search results well above the HCI design-rationale sense. No result on this page concerns design rationale at all -- a clean, fully zero-yield acronym-collision confirmation recorded as a result in its own right, not folded into a kept row.","All results excluded as unrelated acronym expansions, recorded to document the collision.",none,none
LIT-02-S244,D40,1,A,"""superseded decisions"" architecture decision record status lifecycle",web search,2026-09-12,none,"techtarget.com (also at D40/S218); icepanel.io (also at D40/S218); eventcatalog.dev/docs/development/guides/resources/adrs/introduction; hidekazu-konishi.com (also at D40/S216); github.com/architecture-decision-record/architecture-decision-record (also at D38/S200); learn.microsoft.com (also at D40/S218); ctaverna.github.io/adr/; helixgate.io/blog/complete-guide-architecture-decision-records; docs.it.tamu.edu/it/decisions (Texas A&M IT, third institutional-adoption data point after S216's UK and S217's US-federal examples); glama.ai (an MCP server's own repository-hosted ADR README, an AI-tooling-ecosystem adopter)",none,"Self-verification correction: S218's query used ""superseded"" and decisions as separately-quoted tokens (""superseded"" decisions), so the contiguous mandated-variant string 'superseded decisions' did not literally appear in any D40 query despite S218's own prose claiming it did. This row runs a genuine new search with the phrase quoted correctly as one unit, closing that gap with a real search rather than an edit to the earlier row. Confirms the status-lifecycle model (Proposed -> Accepted -> Deprecated/Superseded) is now standardized across independent vendor writeups, and adds a third institutional-adoption data point (Texas A&M) alongside S216's UK and S217's US-federal examples.","eventcatalog.dev, ctaverna.github.io, helixgate.io are vendor/tutorial content -- leads only, not kept as primary sources; no new identifier beyond what S216-S218 already established.","Every other result already surfaced at S216, S217, S218 or D38/S200; this row is a targeted variant-coverage fix, not a fresh discovery pass.",none,none
LIT-02-S245,D39,1,D,query.bibliographic=Architectural knowledge and rationale issues trends challenges Avgeriou Kruchten -- plus verification of arxiv 2601.19548 and arxiv 2602.04445,Crossref API; WebSearch,2026-09-12,none,"10.1145/1281421.1281443 (exact match, Avgeriou/Kruchten/Lago/Grisham/Perry, ACM SIGSOFT Software Engineering Notes, July 2007); arxiv.org/abs/2601.19548 (Keim & Kaplan, KIT, submitted Jan 2026, to appear ICSE-C '26); researchgate.net/publication/400118918 (mirror); dsis.kastel.kit.edu (KIT DSIS group publication pages, institutional confirmation); arxiv.org/abs/2602.04445 (AgenticAKM: Enroute to Agentic Architecture Knowledge Management -- the same paper already kept at D39/S215 via its ResearchGate mirror, now with its own arXiv id)",10.1145/1281421.1281443; arxiv:2601.19548; arxiv:2602.04445,"Self-verification correction: D38/LIT-02-S187 explicitly deferred both 10.1145/1281421.1281443 and arxiv:2601.19548 to D39 with the words 'this deferral is fulfilled at D39 within this same dispatch' -- but neither identifier actually appeared in any D39 row until this one. Closing that gap directly, per the coordinator's explicit warning against an unfulfilled forward reference. Avgeriou/Kruchten/Lago/Grisham/Perry (2007) is a five-author roster spanning nearly every name already kept across D38/D39 (Kruchten at D38/S193/S209, Avgeriou elsewhere in this campaign's D33-36 lineage) -- a state-of-the-field consolidation by the field's own founders. Keim & Kaplan (2026) is a direct, current H6/H10/H11 collision: an automated pipeline extracting architectural knowledge from heterogeneous artifacts (requirements, diagrams, code, docs), linking and reconciling it into a structured knowledge base, explicitly to support change-impact analysis and RAG-based natural-language question-answering -- close to D-System's own knowledge-construction-plus-retrieval architecture, publicly proposed as future work in the same month this campaign runs. Additionally resolves AgenticAKM's arXiv id (2602.04445), upgrading D39/S215's ResearchGate-URL identifier for the same source to the preferred canonical form.",none,"arxiv:2602.04445 already kept via its ResearchGate mirror URL at D39/S215 (researchgate.net/publication/400459554) -- same source, now also reachable by its canonical arXiv identifier; per the coordinator's guidance for a source legitimately reached under two forms, both are recorded rather than silently replacing one.",none,none
LIT-02-S246,D41,1,D,search=gIBIS hypertext tool exploratory policy discussion Conklin,OpenAlex API,2026-09-12,works?search=...&per_page=3,"https://doi.org/10.1145/58566.59297 (gIBIS: a hypertext tool for exploratory policy discussion, 1988 -- cross-provider confirmation of D41/S225/S227); https://doi.org/10.1145/146802.146826 (Structural analysis of hypertexts, 1992); https://doi.org/10.1145/208344.208350 (Spatial hypertext, 1995); meta.count=270",none,Self-verification gap closure: no domain in this dispatch had used OpenAlex directly despite the addressing block naming it reliable backbone infrastructure alongside Crossref. This query cross-confirms S225/S227's gIBIS DOI via an independent provider (no new identifier -- same source). The two hypertext-structure papers are adjacent (Halasz-lineage hypertext theory) but not IBIS-specific; not kept to avoid an overbroad claim.,"10.1145/58566.59297 cross-confirmed, not double-kept as a new source; already kept at D41/S225.",none,none,none
LIT-02-S247,D42,1,D,search=Decision-Oriented Programming Aporia,OpenAlex API,2026-09-12,works?search=...&per_page=3,"https://openalex.org/W7152934095 (Decision-Oriented Programming with Aporia, 2026 -- cross-provider confirmation of D42/S242's arxiv:2604.05203); https://doi.org/10.1016/j.agsy.2018.09.007 (Representation of decision-making in European agricultural agent-based models, unrelated); Individualization and the aporias of modernity, 2014 (unrelated -- 'aporia' as a philosophical term, not the tool name); meta.count=2305",none,"Independently confirms this dispatch's single strongest collision finding (D42/S242) through a second provider -- OpenAlex indexes it as W7152934095 with no DOI yet assigned (consistent with a 2026 arXiv-only preprint). The two unrelated results are a clean example of 'Aporia' colliding with its own common-word/philosophical-term meaning, parallel to the acronym collisions documented elsewhere in this dispatch.",none,"arxiv:2604.05203 already kept at D42/S242; this is cross-provider confirmation, not a new source.",none,none
LIT-02-S248,D39,1,D,search=architectural knowledge vaporization,OpenAlex API,2026-09-12,works?search=...&per_page=5,"https://doi.org/10.1016/j.infsof.2019.04.008 (Towards a reduction in architectural knowledge vaporization during agile global software development, 2019); https://doi.org/10.1007/978-3-642-23798-0_27 (already kept at D39/S206); https://doi.org/10.1109/wicsa.2005.61 (already kept at D38/S193); A Pattern-based Approach Against Architectural Knowledge Vaporization, 2009 (no DOI returned by OpenAlex); https://doi.org/10.1145/1985793.1985944 (Capturing tacit architectural knowledge using the repertory grid technique, NIER track -- DOI for the paper already noted as an academia.edu mirror without a DOI at D39/S206)",10.1016/j.infsof.2019.04.008; 10.1145/1985793.1985944,"OpenAlex surfaces a genuinely new, more recent source this dispatch's WebSearch-based Phase A pass missed: a 2019 Information and Software Technology paper applying the vaporization problem specifically to agile global software development -- extending S206's 2009-2011-era sources by eight years and into a delivery context (agile, distributed) closer to D-System's own operating assumptions. Also resolves the DOI for D39/S206's previously-URL-only 'Capturing tacit architectural knowledge' NIER paper, upgrading that citation to canonical form.","'A Pattern-based Approach Against Architectural Knowledge Vaporization' (2009) noted but not kept -- OpenAlex returned no DOI or further identifying metadata for it this pass, and it was not independently verified.","10.1007/978-3-642-23798-0_27 already kept at S206; 10.1109/wicsa.2005.61 already kept at D38/S193 -- both cross-provider confirmations, not double-kept as new.",none,none
LIT-02-S249,D40,1,D,search=architecture decision record supersession,OpenAlex API,2026-09-12,works?search=...&per_page=5,"https://doi.org/10.5281/zenodo.19462291 (Approval Is Not Execution: Authorization-Execution Separation..., unrelated -- generic 'decision-bearing systems' phrase overlap); https://doi.org/10.1101/2020.08.09.243279 (electrophysiology 'supersessions' in marmosets, unrelated -- coincidental biomedical use of 'supersession'); https://doi.org/10.1007/s10278-020-00351-z (Whole Slide Imaging in Pathology, unrelated); https://doi.org/10.1101/2020.10.27.358291 (Neuropixels 2.0 brain-recording probe, unrelated); https://doi.org/10.1016/j.foar.2025.03.004 (constructal poly-narrative of architectural and urban practices, unrelated -- literal-building-architecture sense of 'architectural')",none,none,"Zero-yield: OpenAlex's full-text-adjacent search surfaces zero software-ADR-specific results for this phrasing -- every hit is either a coincidental use of 'supersession' in neuroscience/medical contexts or 'architectural' in the literal-building sense, the same building-vs-software-architecture collision already documented at D38/S197's 1974 microfilm result. Confirms software-specific ADR content is thin in OpenAlex's scholarly-literature index precisely because current ADR practice lives in grey literature and GitHub (D40/S216-S222's actual sources), not indexed journals -- a real finding about where this domain's evidence lives, not a search failure.",All five results excluded as unrelated to software ADR practice.,none,none
LIT-02-S250,D37,1,D,Crossref API bibliographic verification batch for all 11 D37 kept identifiers (title/author/year confirmation): 10.1007/PL00013715; 10.1201/9781003064053; 10.1006/ijhc.1994.1029; 10.1016/j.cad.2008.10.005; 10.1007/978-3-540-30998-7; 10.1007/s00766-018-0293-2; 10.1109/hicss.1992.183309; 10.1007/978-3-540-77583-6; 10.1115/detc2004-57165; 10.1016/j.jss.2006.08.040; 10.1016/j.jss.2007.05.004,Crossref API,2026-09-13,none,10.1007/PL00013715; 10.1201/9781003064053; 10.1006/ijhc.1994.1029; 10.1016/j.cad.2008.10.005; 10.1007/978-3-540-30998-7; 10.1007/s00766-018-0293-2; 10.1109/hicss.1992.183309; 10.1007/978-3-540-77583-6; 10.1115/detc2004-57165; 10.1016/j.jss.2006.08.040; 10.1016/j.jss.2007.05.004,10.1007/PL00013715; 10.1201/9781003064053; 10.1006/ijhc.1994.1029; 10.1016/j.cad.2008.10.005; 10.1007/978-3-540-30998-7; 10.1007/s00766-018-0293-2; 10.1109/hicss.1992.183309; 10.1007/978-3-540-77583-6; 10.1115/detc2004-57165; 10.1016/j.jss.2006.08.040; 10.1016/j.jss.2007.05.004,"Pass 1 extraction (LIT-02 X4) bibliographic-completeness verification of sources S4 already kept, not new discovery: confirms exact authors/titles/years, correcting two paraphrase gaps -- the CAD-journal DRed paper's actual title is ""Capturing design rationale"" (not a paraphrase of DRed's name) and its true publication year is 2009 against the .2008-dated DOI; also confirms Tang/Jin/Han (2007) and Burge/Brown SERAT (2008) exact author order.",none,none,none,none
LIT-02-S251,D38,1,D,"Crossref API bibliographic verification batch for 15 D38 kept identifiers lacking author/year/title in the ledger's own text, plus one WebSearch confirmation of ISO/IEC/IEEE 42010's current edition year: 10.1145/1978802.1978812; 10.1007/978-0-387-35607-5_7; 10.1016/j.jss.2009.05.053; 10.1145/2031759.2031764; 10.1016/j.jss.2007.08.025; 10.1016/b978-0-12-407772-0.00004-6; 10.1109/wicsa.2007.47; 10.1109/wicsa.2008.14; 10.1109/wicsa.2005.61; 10.1109/ms.2005.27; 10.1109/icsa.2018.00019; 10.1145/2601328.2601329; iso.org/standard/74393.html (edition-year check); arxiv:1704.04798 (title/author via WebSearch, no Crossref record); arxiv:2504.20781 (title/author via WebSearch, no Crossref record yet)",Crossref API; WebSearch,2026-09-13,none,10.1145/1978802.1978812; 10.1007/978-0-387-35607-5_7; 10.1016/j.jss.2009.05.053; 10.1145/2031759.2031764; 10.1016/j.jss.2007.08.025; 10.1016/b978-0-12-407772-0.00004-6; 10.1109/wicsa.2007.47; 10.1109/wicsa.2008.14; 10.1109/wicsa.2005.61; 10.1109/ms.2005.27; 10.1109/icsa.2018.00019; 10.1145/2601328.2601329; arxiv:1704.04798; arxiv:2504.20781,10.1145/1978802.1978812; 10.1007/978-0-387-35607-5_7; 10.1016/j.jss.2009.05.053; 10.1145/2031759.2031764; 10.1016/j.jss.2007.08.025; 10.1016/b978-0-12-407772-0.00004-6; 10.1109/wicsa.2007.47; 10.1109/wicsa.2008.14; 10.1109/wicsa.2005.61; 10.1109/ms.2005.27; 10.1109/icsa.2018.00019; 10.1145/2601328.2601329; arxiv:1704.04798; arxiv:2504.20781,"Pass 1 extraction (LIT-02 X4) bibliographic-completeness verification, not new discovery. Notably corrects one identity error the ledger's own prose invited: LIT-02-S202's query text (""Design Rationale Capture in Software Architecture What has to be Captured"") does not match Crossref's actual title for 10.1145/2601328.2601329 (""Design rationale capture in software architecture"", single author Schubanz, 2014 doctoral symposium) -- recorded under its verified title/author rather than the query text. Also confirms ISO/IEC/IEEE 42010:2022 is the current edition (distinct from the superseded 2011 edition at a different ISO catalog number).",none,none,none,none
LIT-02-S252,D39,1,D,"Crossref API bibliographic verification batch for 7 D39 kept DOIs, plus WebSearch confirmation of 6 D39 arXiv/ResearchGate titles-authors-years lacking full bibliographic detail in the ledger's own text: 10.1016/j.jss.2015.08.054; 10.1007/11921998_8; 10.1007/978-3-540-77619-2_12; 10.1007/978-3-642-23798-0_27; 10.1007/978-3-642-02374-3; 10.1007/978-3-642-02374-3_6; 10.1109/wicsa.2005.19; arxiv:2504.08207; arxiv:2403.01709; researchgate.net/publication/400459554 (AgenticAKM); arxiv:2601.19548; ADkwik year/authors; de Boer dissertation title/year",Crossref API; WebSearch,2026-09-13,none,10.1016/j.jss.2015.08.054; 10.1007/11921998_8; 10.1007/978-3-540-77619-2_12; 10.1007/978-3-642-23798-0_27; 10.1007/978-3-642-02374-3; 10.1007/978-3-642-02374-3_6; 10.1109/wicsa.2005.19; arxiv:2504.08207; arxiv:2403.01709; researchgate.net/publication/400459554; arxiv:2601.19548,10.1016/j.jss.2015.08.054; 10.1007/11921998_8; 10.1007/978-3-540-77619-2_12; 10.1007/978-3-642-23798-0_27; 10.1007/978-3-642-02374-3; 10.1007/978-3-642-02374-3_6; 10.1109/wicsa.2005.19; arxiv:2504.08207; arxiv:2403.01709; researchgate.net/publication/400459554_AgenticAKM_Enroute_to_Agentic_Architecture_Knowledge_Management; arxiv:2601.19548,"Pass 1 extraction (LIT-02 X4) bibliographic-completeness verification, not new discovery. Load-bearing correction found and recorded: Crossref's record for 10.1007/978-3-642-23798-0_27 identifies it as Tofan/Galster/Avgeriou's 2011 repertory-grid paper, NOT de Boer's 2009 dissertation as the coordinator's addressing block implies by citing them together -- these are two distinct sources, both real, both kept as separate rows (de-boer-architectural-knowledge-management-dissertation-2009 and reducing-architectural-knowledge-vaporization-repertory-grid-2011). Also corrects 10.1016/j.jss.2015.08.054's true publication year to 2016 against its DOI-apparent 2015, and confirms ADkwik as Schuster/Zimmermann/Pautasso, SEKE 2007.",none,none,none,none
LIT-02-S253,D39,1,D,"WebSearch: A Pattern-based Approach Against Architectural Knowledge Vaporization 2009 -- resolving the fourth of the coordinator-flagged no-resolvable-identifier sources, which D39/LIT-02-S248 explicitly excluded (""noted but not kept... not independently verified"") rather than carrying at any identifier",WebSearch,2026-09-13,none,dblp.uni-trier.de/rec/conf/europlop/HeeschA09.html; ceur-ws.org/Vol-566/B5_ArchitecturalKnowledgeVaporization.pdf; www.cs.rug.nl/~paris/papers/EPLOP09.pdf; researchgate.net/publication/221034448; semanticscholar.org/paper/c27437f2b4f18a0f75b3fbe0efde4c815e2ae6ed,ceur-ws.org/Vol-566/B5_ArchitecturalKnowledgeVaporization.pdf,"Resolves a source the coordinator explicitly required in the inventory (""carry them at whatever identifier form the ledger holds"") but which the ledger actually holds no identifier for at all -- D39/LIT-02-S248 excluded it outright rather than keeping a URL. DBLP and Semantic Scholar both confirm authorship (van Heesch, Avgeriou), venue (EuroPLoP 2009, Irsee, Germany, 8-12 Jul 2009) and a CEUR-WS-hosted stable copy, kept here as url_or_doi. Title correction recorded: the coordinator's dispatch names it ""Pattern-based""; DBLP/Semantic Scholar/the author's own hosted PDF all give ""Pattern-driven"" -- treated as the same paper with the title corrected, not silently perpetuated.",none,none,none,none
LIT-02-S254,D40,1,D,"WebSearch bibliographic verification batch for D40 kept identifiers lacking author/venue/year in the ledger own text: MADR CEUR-WS Vol-2072 paper 9 (authors, workshop venue, date); arxiv:2609.07375 (title, authors, submission date); arxiv:2405.19623 / DRMiner (title, venue, ASE 2024 confirmation)",WebSearch,2026-09-13,none,ceur-ws.org/Vol-2072/paper9.pdf; arxiv:2609.07375; arxiv:2405.19623,ceur-ws.org/Vol-2072/paper9.pdf; arxiv:2609.07375; arxiv:2405.19623,"Pass 1 extraction (LIT-02 X4) bibliographic-completeness verification, not new discovery. Confirms MADR authorship as Kopp, Armbruster, Zimmermann (ZEUS 2018 workshop, Dresden, 8-9 Feb 2018); confirms arxiv:2609.07375 as Miccio Palermo, Tommasel, Diaz-Pace (ISISTAN), submitted 7 Sep 2026; confirms arxiv:2405.19623 is DRMiner, also published as an ASE 2024 paper (10.1145/3691620.3695019, not independently added as a separate row since it is the same work under the arXiv identifier the ledger already holds).",none,none,none,none
LIT-02-S255,D41,1,D,"Crossref API bibliographic verification for 3 D41 DOIs (gIBIS CSCW/TOIS pair author/year confirmation, fuzzy-reasoning-IBIS paper true publication year) plus WebSearch confirmation of Compendium tech report publication context (COMMA 2010, via its own PDF filename)",Crossref API; WebSearch,2026-09-13,none,10.1145/62266.62278; 10.1145/58566.59297; 10.1016/s0142-694x(98)00042-8; oro.open.ac.uk/22344,10.1145/62266.62278; 10.1145/58566.59297; 10.1016/s0142-694x(98)00042-8; oro.open.ac.uk/22344,"Pass 1 extraction (LIT-02 X4) bibliographic-completeness verification, not new discovery. Corrects the Cao/Protzen fuzzy-reasoning-IBIS paper true publication year to 1999 against its DOI-apparent 1998. Identifies oro.open.ac.uk/22344 as a distinct 2010 COMMA conference item (BuckinghamShum-COMMA2010.pdf per the URL own filename), NOT the same tech report as oro.open.ac.uk/3032 already kept under D35 (the 2005 KMI-05-18 report) -- two different Buckingham Shum items, correctly not deduped against each other.",none,none,none,none
LIT-02-S256,D42,1,D,"Crossref API confirmation of 2 D42 DOIs (Mehrpour/LaToza CSUR paper, AI-Enhanced QOC-Analysis chapter) plus WebSearch verification of arxiv:2604.05203 (Aporia: exact title, author affiliations, submission date, study results) and arxiv:2511.08641 (QOC DAO: exact title, submission date) and a venue check for researchgate.net/publication/228609550",Crossref API; WebSearch,2026-09-13,none,10.1145/3607868; 10.1007/978-3-031-71739-0_27; arxiv:2604.05203; arxiv:2511.08641; researchgate.net/publication/228609550,10.1145/3607868; 10.1007/978-3-031-71739-0_27; arxiv:2604.05203; arxiv:2511.08641; researchgate.net/publication/228609550,"Pass 1 extraction (LIT-02 X4) bibliographic-completeness verification, not new discovery, EXCEPT for confirming Aporia (arxiv:2604.05203) as the coordinator-flagged strongest collision: title, five-institution author affiliation list (UC San Diego, U Penn, Cornell, Technion, SUNY Buffalo), 6 Apr 2026 submission date, and the 14-programmer user study's 5x mental-model-agreement result all independently confirmed via WebSearch, scored honestly on the rubric per the coordinator's explicit instruction (component 5, architecture 4). researchgate/228609550's formal venue could not be confirmed this pass -- named as unresolved rather than guessed; carried as tech report pending stronger identification.",none,none,none,none
LIT-02-S257,D43,1,A,search=software traceability survey,OpenAlex API,2026-09-13,per-page=5,"openalex.org/W2146396346 (MEGA3: Integrated software for Molecular Evolutionary Genetics Analysis -- bioinformatics, off-topic false-positive as top hit)",none,none,"Methodological finding, not a content result: OpenAlex's plain search= parameter performs full-text relevance ranking across the entire corpus and returned an irrelevant bioinformatics software paper as its top hit for ""software traceability survey"" -- too noisy for this vocabulary. All subsequent OpenAlex queries this dispatch use the filter=title.search: parameter instead, which restricts matching to titles and returned precise, on-topic results (see LIT-02-S259 onward). Recorded as a zero-yield row per the ledger's own rule that a search returning nothing useful is a result, not an absent search.",none,none,none
LIT-02-S258,D43,1,A,software traceability information model TIM Cleland-Huang definition survey,web search,2026-09-13,none,"researchgate.net/publication/292381743 (Software and Systems Traceability book, RG record); semanticscholar.org/paper/eddc33ca1a3669b92699fd98e3aed705a6d7ccb5 (same book, S2 record); selab.netlab.uky.edu/homepage/publications/2014-ICSE-FOSE.pdf (Cleland-Huang FOSE 2014, dup of D34); researchgate.net/publication/325906323 (Introducing TIM in Connected Health Projects); researchgate.net/figure/257491504 (Example TIM figure, illustrative only); arxiv.org/html/2104.04281 (Managing TIM: Not Such a Simple Task After All, preprint form, see S259 for published DOI); researchgate.net/publication/261038334 (Model-based traceability)",none,Vocabulary-discovery pass. Confirms Traceability Information Model (TIM) as Cleland-Huang's term of art -- a four-layer model (strategic/document-management/stored-query/executable) for planning trace strategies -- and surfaces VTML (Mader & Cleland-Huang's graphical TIM query language) as an extension term for the terminology map. No DOI-bearing identifier kept directly from this websearch; canonical TIM papers resolved via OpenAlex at LIT-02-S259.,"selab.netlab.uky.edu FOSE-2014 PDF is the same Cleland-Huang et al. 2014 paper already kept at D34 (cleland-huang-traceability-trends-future-directions-fose-2014, DOI 10.1145/2593882.2593891, originally kept at LIT-02-S131) -- duplicate, not re-added. ResearchGate figure/publication mirrors are secondary hosting of material chased to primary DOI at S259; not kept as standalone rows per the leads-are-not-evidence rule.",FOSE-2014 PDF duplicates D34 (LIT-02-S131).,none,none
LIT-02-S259,D43,1,A,traceability information model,OpenAlex API,2026-09-13,"filter=title.search, per-page=8","10.1016/j.cad.2006.01.011 (CNC manufacturing TIM, off-topic homonym); 10.1109/tefse.2009.5069578 (Getting back to basics: TIM in practice); 10.1016/j.foodqual.2005.05.010 (beef labels consumer study, off-topic homonym); 10.1109/icsm.2011.6080779 (tactic TIM architectural degradation); 10.1111/jfpe.12864 (sheep meat supply chain TIM, off-topic homonym); 10.1109/icsm.2000.883003 (Antoniol/De Lucia IR trace recovery, chained to D44 at S265); 10.1016/j.jfoodeng.2010.02.004 (soybean value chain TIM, off-topic homonym); 10.1109/ms.2020.3020651 (Managing TIM: Not Such a Simple Task After All, IEEE Software 2020)",10.1109/tefse.2009.5069578; 10.1109/icsm.2011.6080779; 10.1109/ms.2020.3020651,"These three form the canonical software-engineering TIM lineage matching D43's mandated ""traceability information model"" variant verbatim. The 2009 TEFSE paper (Cleland-Huang, Chang, Christensen) originates ""promoting the use of a TIM in practice""; the 2011 ICSM paper applies TIM specifically to architectural-tactic traceability (bridges D43 to D38); the 2020 IEEE Software piece is an 11-years-later practitioner retrospective asking whether TIM adoption actually succeeded -- the same foundational-paper-reconsidered pattern recurring across this dispatch (see D44's Antoniol-2025 and D45's Weiser-slicing-2025 retrospectives).","Four of eight hits are a direct terminology collision -- ""traceability information model"" is equally established vocabulary in food-supply-chain/product traceability (CNC manufacturing, beef labels, soybean, sheep meat), a wholly separate field with no software mechanism overlap. Excluded as homonym noise, explicitly recorded rather than silently dropped.",10.1109/icsm.2000.883003 re-routed to D44 (LIT-02-S266) rather than double-kept here.,none,none
LIT-02-S260,D43,1,A,trace link definition software engineering predecessor successor artifact traceability relation,web search,2026-09-13,none,"arxiv:2605.01042 (ProMoTA, dup of S261); sciencedirect.com/topics/computer-science/traceability-link (encyclopedia topic page, lead only); arxiv:2207.01084 (Enhancing Automated Software Traceability by Transfer Learning from Open-World Data -- a trace-*recovery* technique, kept under D44 at S264 instead); peerj.com/articles/cs-817 (Lean requirements traceability automation via MDE -- adjacent to D34, not kept); blogs.itemis.com, sodiuswillert.com (vendor blogs, leads only); en.wikipedia.org/wiki/Requirements_traceability (encyclopedia, lead only); arxiv:1602.07633 (dup of D34 advancing-trace-recovery-evaluation-2016); arxiv:2508.12436 (Feature Request Analysis and Processing, keyword-adjacent, not traceability-specific); 10.1007/s00766-009-0096-6 (Assessing traceability of software engineering artifacts)",10.1007/s00766-009-0096-6,"Mandated variant ""trace link"" appears verbatim. This domain's own working definition surfaces here: ""a specified association between a pair of artifacts... source artifact and target artifact."" 10.1007/s00766-009-0096-6 directly assesses trace-link quality/traceability of artifacts, a distinct contribution from the recovery-technique papers kept under D44.","arxiv:2207.01084 is a trace-link-recovery technique paper, more precisely a D44 contribution than D43 -- not kept here, resolved by keeping it at D44/S264 in this same dispatch rather than left as an unfulfilled forward reference. PeerJ MDE-traceability paper is closer to D34's already-heavily-covered ground; excluded here rather than inflating D43 with a marginal domain fit. arxiv:2508.12436 is feature-request processing, not traceability -- keyword-adjacent only.",arxiv:2605.01042 dup of S261 (same search session); arxiv:1602.07633 dup of D34 advancing-trace-recovery-evaluation-2016.,none,none
LIT-02-S261,D43,1,A,end-to-end traceability,OpenAlex API,2026-09-13,"filter=title.search, per-page=8","10.1016/0012-821x(91)90217-6 (geology trace-element paper, off-topic homonym); 10.1016/j.bdr.2020.100172 (pharma supply-chain E2E traceability, off-topic homonym); 10.1109/tifs.2019.2928493 (IC supply-chain anti-counterfeiting E2E traceability, off-topic homonym); 10.1029/2005gc001005 (geochemistry, off-topic homonym); 10.30953/bhty.v5.231 (pharma blockchain traceability, off-topic homonym); 10.1109/icws53863.2021.00063 (Sieve: distributed-tracing/observability, homonym collision on ""trace""); 10.1109/icsess.2014.6933511 (integrated system for E2E traceability and requirements test coverage); 10.1109/icsea.2009.74 (Towards End-to-End Traceability: Insights from Five Case Studies)",10.1109/icsea.2009.74; 10.1109/icsess.2014.6933511; arxiv:2605.01042,"The 2009 ICSEA case-study paper and 2014 ICSESS paper are direct hits on the ""end-to-end traceability"" variant with genuine software-engineering mechanism (the 2014 paper explicitly links requirements through to test coverage, closely paralleling D43's own collision phrase ""reasoning decisions tests runtime end-to-end""). ProMoTA (arxiv:2605.01042, 2026) is a current model-driven E2E traceability-analysis framework.","This variant collides hard with three unrelated fields: (1) physical supply-chain/pharma/IC ""end-to-end traceability"" (product provenance, not software artifacts); (2) geology ""trace element"" papers (pure keyword collision on ""trace""); (3) most importantly, distributed-systems observability ""tracing"" (Sieve, ICWS 2021) -- request/span tracing across microservices is a completely different mechanism from requirements-to-code traceability despite the identical word. Recorded explicitly as a terminology collision the D-System glossary should account for.",none,none,none
LIT-02-S262,D43,1,D,software traceability open source tool GitHub requirements code trace matrix,web search,2026-09-13,none,"github.com/qq3g7bad/shtracer (shell-script traceability matrix generator, minor/niche); github.com/topics/requirements-traceability, github.com/topics/requirements-tracing, github.com/topics/traceability (topic index pages, not discrete sources); github.com/burdiuz/traceability-matrices (coverage-injection traceability tool); github.com/eclipse-tractusx/traceability-foss (automotive supply-chain data-space traceability -- Catena-X/Tractus-X, NOT software artifact traceability); github.com/goeb/reqflow (requirement tracing tool, HTML report); en.wikipedia.org/wiki/Traceability_matrix (encyclopedia, lead only); github.com/itsallcode/openfasttrace (mature OSS requirement-tracing suite, Java, CI-integrated)",github.com/itsallcode/openfasttrace,"OpenFastTrace is the most mature, actively maintained OSS traceability tool surfaced (Gradle/Maven CI plugins, Java 17 requirement) -- a stronger real-world-implementation exemplar than the smaller shtracer/reqflow/traceability-matrices projects, so it alone is kept as the representative OSS candidate; the others are named and left uninventoried rather than silently dropped.","eclipse-tractusx/traceability-foss is a direct terminology collision -- Tractus-X's ""traceability"" is automotive supply-chain/Catena-X data-space parts provenance, not software-artifact traceability -- the same physical-goods-traceability collision already flagged at S259/S261, now recurring in an OSS/GitHub context. shtracer, reqflow, traceability-matrices are genuine but smaller/less-adopted OSS projects than OpenFastTrace and D34's Eclipse Capra; named rather than each separately inventoried, per the independence rule's spirit (several small tools implementing the same well-established trace-matrix concept, not independent mechanism inventions). GitHub topic-index pages are navigation aids, not sources.","none (Eclipse Capra, D34's existing OSS exemplar, was not re-surfaced by this query; distinct from OpenFastTrace)",none,none
